"nombre_color","nombre_set","set_num"
Black,Monster 4,"3837-1"
Black,Mini Digger,"5761-1"
Black,Coast Guard 4 x 4,"60012-1"
Black,"Small Plates with Tool Holders, Disks, Cones","5053-1"
Black,Giraffe,"1602-1"
Black,U.S.S. Constellation,"398-1"
Black,Doors Windows & Roof Tiles,"9386-1"
Black,LEGO Star Wars Jedi Starfighter and Kamino,"75006-1"
Black,Olivia's Ice Cream Bike,"41030-1"
Black,Treasure Chest,"1788-1"
Black,Large red bucket,"4106-1"
Black,Twin-Pod Cloud Car,"7119-1"
Black,Swiss Villa,"356-1"
Black,LEGO Classic Name Sign,"850798-1"
Black,Propellor Power,"6745-1"
Black,"9-Volt Long Connecting Leads","9898-1"
Black,Xcyber,"4305-1"
Black,"2 x 2 Skid Plates (Pack of 50)","970639-1"
Black,Flying Phoenix Fire Temple,"70146-1"
Black,Control Lab Serial Interface & Adapter,"9751-1"
Black,Twin-Arm Launcher,"6039-1"
Black,Flash Speeder,"911618-1"
Black,Message Intercept Base,"6987-2"
Black,Advent Calendar 2004 Creator (Day 18) Racing Car,"4924-19"
Black,"10-Stud Axles (Pack of 50)","970616-1"
Black,Claas Xerion 5000 Trac VC,"42054-1"
Black,Preston Stormer,"7164-1"
Black,Space Port Moon Buggy,"1180-1"
Black,Nitro Stunt Bike,"8370-1"
Black,Night Blazer,"8139-1"
Black,Rig Racers,"6424-1"
Black,Toxic Reapa,"6201-1"
Black,Green Bucket,"2125-1"
Black,Ewok Attack,"7139-1"
Black,"The Routemaster Bus (LEGO Store Grand Opening Set, Westfield, London, UK)","3300006-1"
Black,Zombie Car,"40076-1"
Black,Rattlecopter,"9443-1"
Black,Baby Parrot And Nest,FR561601-1
Black,"60024 Advent Calendar 2013, City (Day 21)","60024-22"
Black,Special Elements for Simple Machines Set,"970669-1"
Black,Medium Bulk Bucket,"1867-1"
Black,Practice Shooting,"3549-1"
Black,Advent Calendar 1998 Classic Basic (Day 14) Airplane,"1298-15"
Black,Monster Crusher,"8642-1"
Black,Monthly Mini Model Build June 2015 - Parrot,"40131-1"
Black,Crawley’s Claw Ripper,"70001-1"
Black,Power Digger,"31014-1"
Black,Mini Black Pearl,"30130-1"
Black,Mobile Rocket Launcher,"462-1"
Black,Thulox,"8931-1"
Black,"4-Wheelin' Truck","6641-1"
Black,Sebulba's Podracer & Anakin's Podracer - Mini,"4485-1"
Black,Speed Computer,"5206-1"
Black,LEGO® DIMENSIONS™ Xbox One Starter Pack,"71172-1"
Black,AT-AT,"911615-1"
Black,Williams F1 Team Racer 1:27,"8374-1"
Black,Roman Gladiator,"71018-8"
Black,Search Sub With CDROM,"8299-1"
Black,Team Transport Bus Adidas Edition,"3426-1"
Black,"2 x 4 Plates - Black (architectural hobby und modelbau version)","518-9"
Black,Advent Calendar 2009 Pirates (Day  1) - Captain Brickbeard,"6299-2"
Black,Frontier Patrol,"6706-1"
Black,Basic Building Set,"303-1"
Black,Leprechaun - Complete Set,"8827-9"
Black,Ferrari F1 Racer 1:8,"8674-1"
Black,Jedi Duel,"7103-1"
Black,Blizzard Blaster,"4770-1"
Black,Wolf Legend Beast,"70127-1"
Black,Croc Chomp,"70112-1"
Black,Tri-Bike,"3531-1"
Black,Armada Flagship,"6280-1"
Black,Karai Bike Escape,"79118-1"
Black,Mach II Red Bird Rig,"5591-1"
Black,The Batman Dragster: Catwoman Pursuit,"7779-1"
Black,Radio Control Racer,"5599-1"
Black,Cookie Cart,FR561608-1
Black,The Phantom,"5002939-1"
Black,Jet-Copter Encounter,"7067-1"
Black,Trolley,"30110-1"
Black,Turbo Champs,"6327-1"
Black,Race Car Repair,"1518-1"
Black,Zane DX,"2171-1"
Black,Small Freestyle Bucket,"4133-1"
Black,Outrigger Construction Crane,"4668-1"
Black,Super Train Set,"119-1"
Black,Ultralight Flyer,"4614-1"
Black,Mag Wheel Master,"8417-1"
Black,Bird? Boat? Plane?,"1826-1"
Black,Black Monarch's Castle,"6085-1"
Black,Sea Plane,"31028-1"
Black,Station,"342-1"
Black,"Advent Calendar 2001, Creator (Day 14) Jet Ski","4124-15"
Black,Scorpion Buggy,"6602-2"
Black,Wiz the Wizard,"1746-1"
Black,Advent Calendar 2008 City (Day 20) Pallet Jack,"7724-21"
Black,Spider-Man: Spider-Car Pursuit,"10665-1"
Black,Town Square,"60026-1"
Black,Rapid River Village,"6766-1"
Black,"6-Stud Axles (Pack of 50)","970614-1"
Black,Wind Turbine Transport,"7747-1"
Black,Lufthansa Plane,"40146-1"
Black,Ninjago Kai,NIN891501-1
Black,Wind-up Motor,"5223-1"
Black,Ivan Mater,"9479-1"
Black,Audi TT Roadster (Legoland Deutschland),auditt-1
Black,Marge,"71009-2"
Black,Zombie Chauffeur Coffin Car,"30200-1"
Black,Spirit of St. Louis,"661-1"
Black,Spyrius Fold-Wing Spacecraft,"1843-2"
Black,Build-N-Store Chest,"365-2"
Black,Fast,"7967-1"
Black,Ninja Bike Chase,"70600-1"
Black,EVO XL Machine,"44022-1"
Black,"Pulleys, Tires, and Steering Wheels","1322-1"
Black,Advent Calendar 1998 Classic Basic (Day 20) Helicopter,"1298-21"
Black,Android Base,"6958-1"
Black,Read & Build Busy Farm,"6759-1"
Black,Advent Calendar 2008 City (Day  9) Ladder,"7724-10"
Black,Breez,"6227-1"
Black,"60024 Advent Calendar 2013, City (Day 17)","60024-18"
Black,Police Station,"6384-1"
Black,TRU Emmet's car,EMMETSCAR-1
Black,Ferrari 599 GTB Fiorano 1:10,"8145-1"
Black,Monthly Mini Model Build January 2012 - Cobra,"40036-1"
Black,Building Crane,"7905-1"
Black,Airline Maintenance Vehicle with Trailer,"1773-1"
Black,Jungle Surprise,"1271-1"
Black,Mini-Wheel Model Maker No. 1,"1-10"
Black,"Light Prisms & Holder, Red/Yellow Light Covers","1147-1"
Black,Christmas Set,"2876-1"
Black,European Taxie,"315-3"
Black,Crane Set Assembly,"5169-1"
Black,Burlington Northern Santa Fe Locomotive,"10133-1"
Black,Nitro Pulverizer,"4585-1"
Black,Web Dash,"70138-1"
Black,Golden Dragon,"70503-1"
Black,Technic Control Center,"9700-1"
Black,Jetbug,"2193-1"
Black,Red Line Racer,"6526-1"
Black,Kabaya Promotional Set: Propeller Buggy,"3001-1"
Black,Mighty Dinosaurs,"31058-1"
Black,Buildings,"4406-1"
Black,Heartlake Flying Club,"3063-1"
Black,Grem,"30121-1"
Black,Manuel Neuer (1),"71014-2"
Black,Prehistoric Creatures,"4507-1"
Black,Exxon Fuel Tanker,"554-1"
Black,Advent Calendar 2010 City (Day 17) Shower Stall,"2824-18"
Black,The Enchanted Palace,"5808-1"
Black,Merida’s Highland Games,"41051-1"
Black,Highway Repair,"6647-1"
Black,"60024 Advent Calendar 2013, City (Day 18)","60024-19"
Black,Kai’s dragon,"891613-1"
Black,Mini Trains,"4837-1"
Black,Castle Mini Figures,"0016-1"
Black,Town Figures,"6002-1"
Black,Mission 8: Volcano Base,"8637-1"
Black,Lufthansa Double-Decker,"1562-3"
Black,Nitro Race Team,"8473-1"
Black,Diagon Alley,"10217-1"
Black,Robo Chopper,"3872-1"
Black,The Hobbit,"3920-1"
Black,Basic Set in Bucket,"1613-1"
Black,Helicopter and Raft,"2230-1"
Black,Three Minifig Pack - Rock Raiders #2,"3348-1"
Black,Electronic Train,"138-1"
Black,Mini Loader,"607-1"
Black,Spooky Girl,"71007-16"
Black,"4WD","8435-1"
Black,Jynx cat,"241602-1"
Black,Outback Airstrip,"6444-1"
Black,Wolverine's Chopper Showdown,"6866-1"
Black,Bane™ Fun Pack,"71240-1"
Black,Remote Controlled Decoupling,"7862-1"
Black,"9V Battery Box","5293-1"
Black,Utility Shuttle,"60078-1"
Black,Birthday Party,"41110-1"
Black,Kendo Fighter,"71011-12"
Black,Salvage M.E.C.,"70592-1"
Black,Front-End Loader,"7630-1"
Black,Claw Digger,"8959-1"
Black,Cowgirl - Complete Set,"8833-4"
Black,Chopov,"2114-1"
Black,JEK-14 Mini Stealth Starfighter - San Diego Comic-Con 2013 Exclusive,comcon032-1
Black,Slumbo,"41509-1"
Black,Turtle Lair,"10669-1"
Black,Shuff,"41505-1"
Black,Formula Off-Roader,"42037-1"
Black,Ferry,"60119-1"
Black,Peter Pig the Cook,"3703-1"
Black,Advent Calendar 2009 Pirates (Day 10) - Barrel with Tools,"6299-11"
Black,Austrian Player,"3320-1"
Black,Angler Ambush,"7771-1"
Black,Helicopter,"8046-1"
Black,Starion Patrol,"1916-1"
Black,Radical Racer,"2912-1"
Black,Supersonic RC,"8366-1"
Black,Pickup Tow Truck,"60081-1"
Black,"2 x 3 Bricks (System)","419-3"
Black,Movie Backdrop Studio,"1351-1"
Black,Speeder Bikes,"7128-1"
Black,Spiders Set,"40021-1"
Black,Universal Pneumatic Set,"8044-1"
Black,John Hancock Center,"21001-1"
Black,Car Project Set,"970674-1"
Black,Shell Gas Pump,"601-1"
Black,Captain Armando Salazar,"41594-1"
Black,Micro Battle Blaster,MYERNEXO-1
Black,Advent Calendar 2006 City (Day 23) Water Cannon and Burning Oil Drum,"7904-24"
Black,Advent Calendar 1998 Classic Basic (Day  1)  Airplane,"1298-2"
Black,Creative Animals,"10573-1"
Black,Tipper Truck,"371-1"
Black,Excavator Transporter,"4203-1"
Black,Advent Calendar 2005 City (Day 12) Train Worker,"7324-13"
Black,Combat Crawler X2,"7721-1"
Black,Caveman - Complete Set,"8683-3"
Black,Malevolence,"9515-1"
Black,Cargo Train,"7939-1"
Black,Rahkshi,"7138-1"
Black,Coca-Cola Defender 4,"4449-1"
Black,"50 bricks, curved and round","923-1"
Black,Better Building More Fun,"4425-1"
Black,Stunt Truck,"60146-1"
Black,Fun Fair,"6547-1"
Black,Dark Shark,"6679-1"
Black,The Jungle Tree House,"21125-1"
Black,Police Car,"3643-1"
Black,Advent Calendar 1999,"1076-1"
Black,MUJI Animal / Vehicle Set,e1a1402-1
Black,Solar Add-on,"9636-1"
Black,Castle Accessories,"5138-1"
Black,Double Hover,"7300-1"
Black,The Valley of the Kings,"5919-1"
Black,"9V Battery Box","5391-1"
Black,Black Plates - Large Package,"991426-1"
Black,Clumsy Guy,"71011-4"
Black,Dilophosaurus Ambush,"75916-1"
Black,Duplo World People,"9222-1"
Black,The Secret Market Place,"41176-1"
Black,Advent Calendar 2004 Creator (Day 16) Elf Girl,"4924-17"
Black,Desert Biplane,"4778-1"
Black,Mobile Site Office,"646-2"
Black,Extreme Off-Roader,"8465-1"
Black,Magic Flash,"5581-1"
Black,Caribbean Clipper,"6274-1"
Black,"LEGO Store Grand Opening Exclusive Set, Crabtree Valley Mall, Raleigh, NC",Raleigh-1
Black,Wookiee Catamaran,"7260-1"
Black,"Ready, Steady Build, and Race","5483-1"
Black,Vahki Rorzakh,"8618-1"
Black,Soldiers' Fort,"6242-1"
Black,Bungalow,"344-1"
Black,Santa's Elves,"1980-1"
Black,Advent Calendar 2010 Kingdoms (Day  2) - Anvil and Forge with Sword,"7952-3"
Black,Kaxium V3,"8993-1"
Black,Motorcycle Chase,"7620-1"
Black,Heartlake Supermarket,"41118-1"
Black,Anakin's and Sebulba's Podracers,"7962-1"
Black,Oasis Ambush,"5938-1"
Black,Panrahk - With mini CD-ROM,"8587-3"
Black,Stellar Recon Voyager,"6956-1"
Black,Mr. Incredible,"71012-13"
Black,Scarecrow - Complete Set,"71002-2"
Black,ATM Heist Battle,"76082-1"
Black,Kamzo,"41538-1"
Black,H.O.T. Blaster Bike,"8355-1"
Black,Constitution Train Chase,"79111-1"
Black,Halloween Ghost,"40013-1"
Black,"1926 Renault","391-1"
Black,CHI Panthar,"70208-1"
Black,Spider-Man: Spider-Cycle Chase,"76004-1"
Black,Aero Pod (Toy Fair Nuernberg Promotion),"4348-3"
Black,Large Bucket,"1639-1"
Black,Stormtrooper™,"8008-1"
Black,Le Fleuriste Collector Vase - Rapid Flore Pop Color,lfv1-1
Black,"31 bricks with 2, 4 and 6 studs","919-1"
Black,Battle on Saleucami,"75037-1"
Black,Kylo Ren's Command Shuttle,"30279-1"
Black,Republic Gunship - Mini,"4490-1"
Black,The Lonely Mountain,"79018-1"
Black,Ferrari 512 S,"40193-1"
Black,Winter Fun,"561512-1"
Black,Lerahk - With mini CD-ROM,"8589-3"
Black,Highway Speedster,"31006-1"
Black,"8 Tires / Tyres (4x24, 4x 30 mm) w/hubs","5274-1"
Black,Street Bike,"8420-1"
Black,Chromosomes - Student Set,"9743-1"
Black,The Great Train Chase,"5659-1"
Black,The Ghost,SW911720-1
Black,Large Creative Brick Box,"10698-1"
Black,Tow Truck Trouble,"60137-1"
Black,Locomotive Black Bricks,"3745-1"
Black,Cavalry Builder Set,"79106-1"
Black,Rocky River Retreat,"6552-1"
Black,Rescue Service Set,"9314-1"
Black,The Swamp Creature,"9461-1"
Black,Doctor Who,"21304-1"
Black,Space Skulls,"10192-1"
Black,Puffin,"3850031-1"
Black,Santa Claus in the Snow,"40000-1"
Black,Slammer Dragsters / Dueling Dragsters,"8238-1"
Black,"Advent Calendar 2012, City (Day  9) Mechanic with Wrench","4428-10"
Black,Dune Patrol,"7042-1"
Black,Riddles for The Ring,"79000-1"
Black,Takeshi Walker 1,"3870-1"
Black,Pop Star Recording Studio,"41103-1"
Black,Land Jet 7,"6580-1"
Black,The Vampire Hearse,"9464-1"
Black,Stunt Race Track,"4586-1"
Black,Vultraz,"8698-1"
Black,Rebel Micro Ghost,TRUGHOST-1
Black,BREEZ Flea Machine,"44027-1"
Black,Umarak the Hunter,"71310-1"
Black,Rhino and Sandman Supervillain Team-up,"76037-1"
Black,TIE Interceptor - UCS,"7181-1"
Black,Small Beams and Plates,"5228-1"
Black,Open Freight Wagon,"10013-1"
Black,Inferno Pit,"70155-1"
Black,Spider-Man: Ghost Rider Team-up,"76058-1"
Black,Jokerland,"76035-1"
Black,Aladdin,"71012-4"
Black,Hawkeye with Equipment,"30165-1"
Black,Carnage's Shield Sky Attack,"76036-1"
Black,Colby City Showdown,"79109-1"
Black,Robo Raider,"2151-1"
Black,Takeshi Walker 2,"5967-1"
Black,Droid Fighter,"7111-1"
Black,Motorized Truck Set,"371-2"
Black,DUPLO Town Airport,"5595-1"
Black,Dalu,"8726-1"
Black,Racer,"2187-1"
Black,Storm Lasher,"8117-1"
Black,Vakama,"1417-1"
Black,Audi R18 e-tron quattro,"75872-1"
Black,The Fight for the Dagger,"7571-1"
Black,Ninja Blaster,"1099-1"
Black,Wheels and Tires Parts Pack,"837-1"
Black,Kraw,"41515-1"
Black,"Benny’s Spaceship, Spaceship, SPACESHIP!","70816-1"
Black,Basic Bricks,"1715-2"
Black,Attack of the Wargs,"79002-1"
Black,Diesel Locomotive with DB Sticker,"723-2"
Black,Naida's Spa Secret,"41072-1"
Black,Tie Striker Microfighter,"75161-1"
Black,Battle Cove,"1492-1"
Black,Roger Raccoon's Sports Car,"3626-1"
Black,Magnet Set CW Yoda 2009,"852555-1"
Black,"LEGO Store Grand Opening Exclusive Set, Barton Creek Square, Austin, TX",Austin-1
Black,"Robotics Invention System, Version 1.0","9719-1"
Black,Sky Joust,"70114-1"
Black,Arctic Base Camp,"60036-1"
Black,Grand Championship Cup - U.S. Men's Team Cup Edition,"3425-1"
Black,Chamber of Secrets,"4730-1"
Black,Snack Bar,"675-1"
Black,Educational LEGO Building Set,"1045-2"
Black,Rancor Pit,"75005-1"
Black,Ring of Fire,"70100-1"
Black,Advent Calendar 2000 (Day 23) Helicopter,"2250-24"
Black,Rosita's Wonderful Stable,"5833-1"
Black,Steam Locomotive,"721-1"
Black,Grandstand with Lights,"3402-1"
Black,Basic Set,"544-1"
Black,Panda,"40073-1"
Black,RC Tracked Racer,"42065-1"
Black,Super Set 200,"4213-1"
Black,Alice,"71012-7"
Black,Dacta Theme Set,"9353-1"
Black,Disco Dude - Complete Set,"8684-13"
Black,Slam Dunk Trainer (Kabaya Promotional),"3548-2"
Black,Tiketz,"41556-1"
Black,Fall Scene,"40057-1"
Black,Commissioner Gordon™,"71017-7"
Black,Cyren,NIN891614-1
Black,Truck and Stunt Trikes,"6739-1"
Black,The Battle of the Five Armies,"79017-1"
Black,Basic Set,"7-3"
Black,Icebite's Claw Driller,"70223-1"
Black,Basic Building Set in Bucket,"1663-1"
Black,Town Center Set with Roadways,"355-1"
Black,Cyber Blaster,"6800-1"
Black,Airport,"3182-1"
Black,McDonald's Restaurant,"3438-1"
Black,"4x4 Agent Patrol","70169-1"
Black,The Shellraiser Street Chase,"79104-1"
Black,Pig Farm & Tractor,"7684-1"
Black,Finish Line & Podium,"40194-1"
Black,Snowplow Truck,"60083-1"
Black,First Order Special Forces TIE Fighter Set,"30276-1"
Black,Tracks,"991451-1"
Black,Steven Spielberg Moviemaker Set,"1349-1"
Black,Lehvak-Kal,"8576-1"
Black,Evo,"6200-2"
Black,Zonic Strike,"8357-1"
Black,"Wonder Woman"" Warrior Battle","76075-1"
Black,LEGO® City Advent Calendar 2015,"60099-1"
Black,Ultimate LEGO House Building Set,"5482-1"
Black,EV3 Core Set,"45544-1"
Black,"LEGO Building Set B, Boat","1913-1"
Black,Spirit of St. Louis,"456-1"
Black,Loader Hopper with Truck,"351-1"
Black,McLaren P1,"75909-1"
Black,Vladek (USA version with 3 Cards),"8786-1"
Black,Knighton Battle Blaster,"70310-1"
Black,Family,"254-1"
Black,Starblaster Showdown,"76019-1"
Black,Water Rider,"1295-1"
Black,Advent Calendar 1999 (Day 15) Elf,"1076-16"
Black,Red Five X-Wing Starfighter,"10240-1"
Black,Fright Knights Flying Machine,"2848-1"
Black,The Ghost,"75053-1"
Black,Double Hover,"7308-1"
Black,Double Excavator,"642-2"
Black,X-Large Tires & Hubs,"1231-1"
Black,Mars Exploration Rover,"7471-1"
Black,Winter Village Post Office,"10222-1"
Black,Transparent Windows and Bricks,"5396-1"
Black,Spider Slayer,"3038-1"
Black,Biplane,"430-1"
Black,Hobby Train,"10183-1"
Black,Lego Ninjago: Build Your Own Adventure,"11909-1"
Black,Venice Canal Chase,"7197-1"
Black,Photo Safari,"6156-1"
Black,The Race of the Year,"4176-1"
Black,LEGO Special Edition Creative Building Tub,"6092-2"
Black,Tractor & Trailer,"304-2"
Black,Vezok,"8902-1"
Black,Aeroplane,"3505-1"
Black,Heavy Lift Helicopter,"42052-1"
Black,Pit Droid™ / Star Wars Pit Droid,"8000-1"
Black,Mindstorms NXT 2.0,"8547-1"
Black,Passage of Jun-Chi,"7413-1"
Black,Droid Tri-Fighter,"75044-1"
Black,Director,"4059-1"
Black,"1 x 2 Beams","970632-1"
Black,Passenger Wagon Blue (White Box),"4186876-1"
Black,First Aid Jungle Bike,"41032-1"
Black,Supernova,"7712-1"
Black,Ahsoka's Starfighter and Vulture Droid,"7751-1"
Black,Black Bands (Pack of 50),"970120-1"
Black,Taxi Station,"368-1"
Black,Galactic Scout,"1694-1"
Black,Droids Battle Pack,"7654-1"
Black,Diner Waitress - Complete Set,"71002-13"
Black,Andrea's Bedroom,"41009-1"
Black,Furious Slammer Racer,"8650-1"
Black,Tina's House,"4172-1"
Black,Nuhvok-Kal,"8573-1"
Black,Bullet Run,"8147-1"
Black,Safari Building Set,"4637-1"
Black,Classic King,"71008-1"
Black,Advent Calendar 2003 Creator (Day  2) Little Girl,"4024-3"
Black,"LEGO Store Grand Opening Exclusive Set, Sherway Square, Toronto, ON, Canada",Toronto-1
Black,Lego Reindeer Holiday Bauble,"850852-1"
Black,Shark Suit Guy,"71011-13"
Black,Piano,"293-1"
Black,Small Soccer Set 1 (Polybag),"1428-2"
Black,LEGO® DIMENSIONS® NINJAGO™ Team Pack,"71207-1"
Black,Foundation Set - Red Bucket,"7336-1"
Black,Passenger Plane - EL AL Version,"4032-3"
Black,Lennox,LOC471408-1
Black,Sea Jet,"5521-1"
Black,"1 x 2 Bricks","421-1"
Black,Function Set,"9454-1"
Black,Basic Building Set,"1106-2"
Black,Ultimate Build Mater,"8677-1"
Black,Vorahk,"8591-1"
Black,Robin's Mini Fortrex,"30372-1"
Black,Lizard Man - Complete Set,"8805-6"
Black,CRYSTAL Beast vs. BULK,"44026-1"
Black,Solomon R. Guggenheim Museum,"21004-1"
Black,Caboose,"10014-1"
Black,Troll Warship,"7048-1"
Black,Aqua Res-Q Transport,"4606-1"
Black,Fire Fighter Ship,"316-1"
Black,Itchy,"71005-13"
Black,Director's Copter,"1360-1"
Black,Magnifo,"41525-1"
Black,Ice Cream Cart,FR561605-1
Black,Onyx,"8512-1"
Black,Temple of Doom,"7199-1"
Black,Forestmen's Crossing,"6071-1"
Black,Hidden Treasure,"5905-1"
Black,Cute Little Devil Set,"71013-4"
Black,Turbo Racer,"8307-1"
Black,Passenger Plane - KLM Version,"4032-11"
Black,Ambulance,"338-1"
Black,"2 x 8 Black Plates","3489-1"
Black,Dick Grayson™,"71017-9"
Black,"Magnet Set, Minifig Retro Classic Space Astronaut - with 2 x 4 Brick Base (Bricktober Week 4)","2856226-1"
Black,Harbor Sentry,"6245-1"
Black,Clay's Falcon Fighter Blaster,"70351-1"
Black,Surfers' Paradise,"5847-1"
Black,Advent Calendar 2008 City (Day  7) Fireman and Radio,"7724-8"
Black,Pretzel Girl - Complete Set,"71002-3"
Black,King's Castle,"7946-1"
Black,Visorak Suukorak,"8747-1"
Black,Large Make and Create Bucket with Special LEGO Bonus Bricks (Bucket and its contents only),"5370a-1"
Black,Universal Building Set,"20-1"
Black,Time Tunnelator,"6499-1"
Black,Bank & Money Transfer,"3661-1"
Black,Advent Calendar 2014 City (Day 13) Burglar with Bag and Flashlight,"60063-14"
Black,Alien Villainess - Complete Set,"8833-16"
Black,Hydro Reef Wrecker,"2162-1"
Black,"Robotics Invention System, Version 1.5","9747-1"
Black,Treasure Raiders set with Mummy Storage Container,"5909-1"
Black,Hogwarts Castle,"4709-1"
Black,Bricks,"9384-1"
Black,Left and Right Points Manual Gray 4.5v,"7852-1"
Black,Shrunken Headquarters,"30378-1"
Black,Heartlake Pet Salon,"41007-1"
Black,Advent Calendar 2010 City (Day 1) Snowman with Broom,"2824-2"
Black,Ferrari F40,"30192-1"
Black,Universal Motor Set,"900-1"
Black,Nuckal's ATV,"2518-1"
Black,Dino Explorer,"5934-1"
Black,Tower Bridge,"10214-1"
Black,Sliding Gates and Rails,"5077-1"
Black,Sky Ranger,"8836-1"
Black,Advent Calendar 2004 Creator (Day 14) Helicopter,"4924-15"
Black,Basic Building Set,"503-1"
Black,Good Guy 2008,"6126-1"
Black,Fright Knights Flying Machine,"2539-1"
Black,Shell Service Station,"6378-1"
Black,Axle Assortment,"709-2"
Black,Advent Calendar 2000 (Day 19) Christmas Bunny,"2250-20"
Black,Elf Girl,"10166-1"
Black,Winter Toy Shop,"10249-1"
Black,LEGO® DIMENSIONS® Krusty Fun Pack,"71227-1"
Black,Advent Calendar 2002 Creator (Day 21) Building,"4524-22"
Black,Vet Ambulance,"41086-1"
Black,Stone Chopper,"8956-1"
Black,Police Patrol with Policemen,"659-1"
Black,Arendelle Castle Celebration,"41068-1"
Black,Rocka,"44002-1"
Black,Stunt Truck,"42059-1"
Black,Race Car,"30150-1"
Black,BARC Speeder with Sidecar,"75012-1"
Black,Star Wars Magnet Set,"852554-1"
Black,Canada Post Truck,"105-1"
Black,Air Police,"1149-1"
Black,"Advent Calendar 2012, Friends (Day 24) - Corner Table with Beauty Accessories","3316-25"
Black,Advent Calendar 2008 City (Day 17) Mug Shot Studio,"7724-18"
Black,C26 Sea Cutter,"4022-1"
Black,Painting Easter Eggs,"40121-1"
Black,Kopeke,"8581-1"
Black,My First Number Train,"10847-1"
Black,Good Neighbors at Bikini Bottom,"3834-1"
Black,Fire Engine,"6486-1"
Black,"1 x 8 Black Bricks","3478-1"
Black,Advent Calendar 1999 (Day 12) Hippo,"1076-13"
Black,Rotor Rescue,"5866-1"
Black,Arctic Scout,"30310-1"
Black,"47 1/3 elements (plates)","970-2"
Black,Epic Dragon Battle,"9450-1"
Black,Mighty Micros: Spider-Man vs. Scorpion ,"76071-1"
Black,Build a Bullseye 3 in 1 Target Gift Card Promotional,"4659758-1"
Black,Advent Calendar 1998 Classic Basic (Day 18) Blue Elf,"1298-19"
Black,Clone Commander Cody™,"75108-1"
Black,Yellow and Black Racer,"4947-1"
Black,Forklift,"3520-1"
Black,The Gatehouse Raid,"70402-1"
Black,Bad Cop's Pursuit,"70802-1"
Black,Medium Bucket,"4214-1"
Black,Res-Q Wrecker,"4603-1"
Black,Speedboat,"7610-1"
Black,Mobile Crane,"490-1"
Black,Forbidden Cove,"6264-1"
Black,"1 x 4 x 5 Black Window Frames, Transparent Blue Panes",B001-1
Black,Ballerina,"71011-10"
Black,Lava Falls,"70753-1"
Black,Steam Shovel with Carrier,"730-1"
Black,Advent Calendar 2011 Star Wars (Day  5) - Boba Fett's Slave I,"7958-6"
Black,Micro-Scale Space Cruiser,"11910-1"
